company_id,company_name,type,rule_id,text,confidence_pct
BHEL,"Bharat Heavy Electricals Limited
",Con,C3,"Operating profit margin is relatively low, indicating pricing or cost pressure.",84
BHEL,"Bharat Heavy Electricals Limited
",Con,C5,Revenue growth below 5% CAGR indicates weak business momentum.,85
BHEL,"Bharat Heavy Electricals Limited
",Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
BHEL,"Bharat Heavy Electricals Limited
",Con,C11,Weak cash flow quality suggests lower earnings reliability.,87
BHEL,"Bharat Heavy Electricals Limited
",Con,C12,Profit growth below 5% CAGR indicates limited earnings momentum.,84
BHEL,"Bharat Heavy Electricals Limited
",Pro,DEFAULT,Stable business with no major positive financial signals identified.,65
BPCL,Bharat Petroleum Corporation Ltd,Con,C3,"Operating profit margin is relatively low, indicating pricing or cost pressure.",84
BPCL,Bharat Petroleum Corporation Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
BPCL,Bharat Petroleum Corporation Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
BPCL,Bharat Petroleum Corporation Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
BPCL,Bharat Petroleum Corporation Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
BPCL,Bharat Petroleum Corporation Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
BHARTIARTL,Bharti Airtel Ltd,Con,C1,Debt-to-equity ratio of 2.61 indicates elevated financial leverage.,95
BHARTIARTL,Bharti Airtel Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
BHARTIARTL,Bharti Airtel Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
BHARTIARTL,Bharti Airtel Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
BHARTIARTL,Bharti Airtel Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
BOSCHLTD,Bosch Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
BOSCHLTD,Bosch Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
BOSCHLTD,Bosch Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
BOSCHLTD,Bosch Ltd,Pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
BOSCHLTD,Bosch Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
BOSCHLTD,Bosch Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
BRITANNIA,Britannia Industries Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
BRITANNIA,Britannia Industries Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
BRITANNIA,Britannia Industries Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
BRITANNIA,Britannia Industries Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
BRITANNIA,Britannia Industries Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
CANBK,Canara Bank,Con,C1,Debt-to-equity ratio of 14.87 indicates elevated financial leverage.,95
CANBK,Canara Bank,Con,C8,Very high debt levels significantly increase financial leverage risk.,96
CANBK,Canara Bank,Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
CANBK,Canara Bank,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
CANBK,Canara Bank,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,90
CANBK,Canara Bank,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
CANBK,Canara Bank,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
CANBK,Canara Bank,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Con,C1,Debt-to-equity ratio of 6.86 indicates elevated financial leverage.,95
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Con,C2,Negative free cash flow raises concerns about cash generation quality.,90
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Con,C8,Very high debt levels significantly increase financial leverage risk.,96
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Con,C11,Weak cash flow quality suggests lower earnings reliability.,87
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,90
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
CIPLA,"Cipla Ltd
",Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
CIPLA,"Cipla Ltd
",Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
CIPLA,"Cipla Ltd
",Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
CIPLA,"Cipla Ltd
",Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
CIPLA,"Cipla Ltd
",Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
CIPLA,"Cipla Ltd
",Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
COALINDIA,Coal India Ltd,Con,C11,Weak cash flow quality suggests lower earnings reliability.,87
COALINDIA,Coal India Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
COALINDIA,Coal India Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
COALINDIA,Coal India Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
COALINDIA,Coal India Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
COALINDIA,Coal India Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
DLF,DLF Ltd,Con,C5,Revenue growth below 5% CAGR indicates weak business momentum.,85
DLF,DLF Ltd,Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
DLF,DLF Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
DLF,DLF Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
DLF,DLF Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
DABUR,Dabur India Ltd,Con,C12,Profit growth below 5% CAGR indicates limited earnings momentum.,84
DABUR,Dabur India Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
DABUR,Dabur India Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
DIVISLAB,Divis Laboratories Ltd,Con,C12,Profit growth below 5% CAGR indicates limited earnings momentum.,84
DIVISLAB,Divis Laboratories Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
DIVISLAB,Divis Laboratories Ltd,Pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
DIVISLAB,Divis Laboratories Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
DIVISLAB,Divis Laboratories Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
DRREDDY,Dr Reddys Laboratories Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
DRREDDY,Dr Reddys Laboratories Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
DRREDDY,Dr Reddys Laboratories Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
DRREDDY,Dr Reddys Laboratories Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
DRREDDY,Dr Reddys Laboratories Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
DRREDDY,Dr Reddys Laboratories Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
EICHERMOT,Eicher Motors Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
EICHERMOT,Eicher Motors Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
EICHERMOT,Eicher Motors Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
EICHERMOT,Eicher Motors Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
EICHERMOT,Eicher Motors Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
EICHERMOT,Eicher Motors Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
GAIL,GAIL (India) Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
GAIL,GAIL (India) Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
GAIL,GAIL (India) Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
GODREJCP,Godrej Consumer Products Ltd,Con,C2,Negative free cash flow raises concerns about cash generation quality.,90
GODREJCP,Godrej Consumer Products Ltd,Con,C4,Company reported a negative net profit margin in the latest financial year.,95
GODREJCP,Godrej Consumer Products Ltd,Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
GODREJCP,Godrej Consumer Products Ltd,Con,C11,Weak cash flow quality suggests lower earnings reliability.,87
GODREJCP,Godrej Consumer Products Ltd,Pro,DEFAULT,Stable business with no major positive financial signals identified.,65
GRASIM,Grasim Industries Ltd,Con,C2,Negative free cash flow raises concerns about cash generation quality.,90
GRASIM,Grasim Industries Ltd,Con,C11,Weak cash flow quality suggests lower earnings reliability.,87
GRASIM,Grasim Industries Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
GRASIM,Grasim Industries Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
HCLTECH,HCL Technologies Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
HCLTECH,HCL Technologies Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HCLTECH,HCL Technologies Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HCLTECH,HCL Technologies Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HDFCBANK,HDFC Bank Ltd,Con,C1,Debt-to-equity ratio of 6.81 indicates elevated financial leverage.,95
HDFCBANK,HDFC Bank Ltd,Con,C6,Low interest coverage indicates difficulty servicing debt obligations.,95
HDFCBANK,HDFC Bank Ltd,Con,C8,Very high debt levels significantly increase financial leverage risk.,96
HDFCBANK,HDFC Bank Ltd,Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
HDFCBANK,HDFC Bank Ltd,Con,C11,Weak cash flow quality suggests lower earnings reliability.,87
HDFCBANK,HDFC Bank Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HDFCBANK,HDFC Bank Ltd,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,90
HDFCBANK,HDFC Bank Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
HDFCBANK,HDFC Bank Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
HDFCBANK,HDFC Bank Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
HDFCLIFE,HDFC Life Insurance Company Ltd,Con,C2,Negative free cash flow raises concerns about cash generation quality.,90
HDFCLIFE,HDFC Life Insurance Company Ltd,Con,C12,Profit growth below 5% CAGR indicates limited earnings momentum.,84
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,90
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HAVELLS,Havells India Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
HAVELLS,Havells India Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HAVELLS,Havells India Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HEROMOTOCO,"Hero MotoCorp Ltd
",Con,C5,Revenue growth below 5% CAGR indicates weak business momentum.,85
HEROMOTOCO,"Hero MotoCorp Ltd
",Con,C12,Profit growth below 5% CAGR indicates limited earnings momentum.,84
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HINDALCO,Hindalco Industries Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
HINDALCO,Hindalco Industries Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HINDALCO,Hindalco Industries Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
HINDALCO,Hindalco Industries Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HINDALCO,Hindalco Industries Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
HAL,Hindustan Aeronautics Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
HAL,Hindustan Aeronautics Ltd,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HAL,Hindustan Aeronautics Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HAL,Hindustan Aeronautics Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
HAL,Hindustan Aeronautics Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
HAL,Hindustan Aeronautics Ltd,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HAL,Hindustan Aeronautics Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
HINDUNILVR,"Hindustan Unilever Ltd
",Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,88
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
ICICIBANK,ICICI Bank Ltd,Con,C1,Debt-to-equity ratio of 6.45 indicates elevated financial leverage.,95
ICICIBANK,ICICI Bank Ltd,Con,C6,Low interest coverage indicates difficulty servicing debt obligations.,95
ICICIBANK,ICICI Bank Ltd,Con,C8,Very high debt levels significantly increase financial leverage risk.,96
ICICIBANK,ICICI Bank Ltd,Con,C10,Return on capital employed below 10% indicates weak capital efficiency.,90
ICICIBANK,ICICI Bank Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
ICICIBANK,ICICI Bank Ltd,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,90
ICICIBANK,ICICI Bank Ltd,Pro,P5,Operating margins above 25% indicate strong pricing power and cost discipline.,92
ICICIBANK,ICICI Bank Ltd,Pro,P6,Net profit compounding above 20% creates significant shareholder value.,91
ICICIBANK,ICICI Bank Ltd,Pro,P11,Profit growth outpacing revenue suggests improving operating leverage.,84
ICICIGI,ICICI Lombard General Insurance Company Ltd,Con,DEFAULT,"No major financial weaknesses detected, continued monitoring recommended.",65
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,P2,Strong free cash flow generation signals healthy business fundamentals.,90
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
